iso3_i,iso3_j,contiguity,common_language,colonial_link,distance
EST,MKD,0,0,0,1951.6406
EST,MLI,0,0,0,5862.555
EST,MLT,0,0,0,2719.9346
EST,MMR,0,0,0,7366.081
EST,MNG,0,0,0,5200.07
EST,MNP,0,0,0,10190.169
EST,MOZ,0,0,0,9530.399
EST,MRT,0,0,0,5632.6504
EST,MSR,0,0,0,8252.477
EST,MTQ,0,0,0,8387.288
EST,MUS,0,0,0,9346.841
EST,MWI,0,0,0,8208.5205
EST,MYS,0,0,0,8980.7705
EST,NAM,0,0,0,9151.601
EST,NCL,0,0,0,14923.501
EST,NER,0,0,0,5437.961
EST,NFK,0,0,0,15663.965
EST,NGA,0,0,0,6166.329
EST,NIC,0,0,0,10005.642
EST,NIU,0,0,0,15385.263
EST,NLD,0,0,0,1459.0833
EST,NOR,0,0,0,787.41656
EST,NPL,0,0,0,5739.775
EST,NRU,0,0,0,12709.775
EST,NZL,0,0,0,17411.418
EST,OMN,0,0,0,4780.8022
EST,PAK,0,0,0,4526.5127
EST,PAL,0,0,0,3187.095
EST,PAN,0,0,0,9951.785
EST,PCN,0,0,0,15741.154
EST,PER,0,0,0,11841.245
EST,PHL,0,0,0,8966.789
EST,PLW,0,0,0,10402.964
EST,PNG,0,0,0,12715.984
EST,POL,0,0,0,831.0393
EST,PRI,0,0,0,8307.283
EST,PRK,0,0,0,6924.853
EST,PRT,0,0,0,3311.8472
EST,PRY,0,0,0,12003.442
EST,PYF,0,0,0,15349.538
EST,QAT,0,0,0,4331.6206
EST,REU,0,0,0,9364.853
EST,ROM,0,0,0,1672.0331
EST,RUS,1,0,1,871.78534
EST,RWA,0,0,0,6844.092
EST,SAU,0,0,0,4231.9805
EST,SDN,0,0,0,4923.74
EST,SEN,0,0,0,6054.251
EST,SGP,0,0,0,9278.952
EST,SHN,0,0,0,8825.751
EST,SLB,0,0,0,13338.983
EST,SLE,0,0,0,6502.7896
EST,SLV,0,0,0,9997.939
EST,SMR,0,0,0,1911.0321
EST,SOM,0,0,0,6629.9546
EST,SPM,0,0,0,5237.062
EST,STP,0,0,0,6774.7324
EST,SUR,0,0,0,8888.523
EST,SVK,0,0,0,1345.682
EST,SVN,0,0,0,1634.1821
EST,SWE,0,0,1,377.94016
EST,SWZ,0,0,0,9561.981
EST,SYC,0,0,0,7624.425
EST,SYR,0,0,0,3007.7734
EST,TCA,0,0,0,8296.567
EST,TCD,0,0,0,5321.205
EST,TGO,0,0,0,6251.7495
EST,THA,0,0,0,7899.0713
EST,TJK,0,0,0,3853.6123
EST,TKL,0,0,0,14248.051
EST,TKM,0,0,0,3371.4446
EST,TMP,0,0,0,11449.872
EST,TON,0,0,0,15488.672
EST,TTO,0,0,0,8788.705
EST,TUN,0,0,0,2721.749
EST,TUR,0,0,0,2066.7898
EST,TUV,0,0,0,13972.268
EST,TWN,0,0,0,8003.368
EST,TZA,0,0,0,7487.8545
EST,UGA,0,0,0,6611.158
EST,UKR,0,0,0,1066.1337
EST,URY,0,0,0,12829.541
EST,USA,0,0,0,6653.4805
EST,UZB,0,0,0,3648.595
EST,VCT,0,0,0,8528.568
EST,VEN,0,0,0,9099.151
EST,VGB,0,0,0,8221.877
EST,VNM,0,0,0,7516.7803
EST,VUT,0,0,0,14547.921
EST,WLF,0,0,0,14617.472
EST,WSM,0,0,0,14279.384
EST,YEM,0,0,0,5151.6772
EST,YUG,0,0,0,1648.0546
EST,ZAF,0,0,0,10405.9795
EST,ZAR,0,0,0,7140.4907
EST,ZMB,0,0,0,8340.553
EST,ZWE,0,0,0,8616.98
ETH,ABW,0,0,0,11817.333
ETH,AFG,0,0,0,4196.2056
ETH,AGO,0,0,0,3464.5671
ETH,AIA,0,1,0,10940.081
ETH,ALB,0,0,0,4050.716
ETH,AND,0,0,0,5203.1343
ETH,ANT,0,0,0,11705.281
ETH,ARE,0,0,0,2383.1929
ETH,ARG,0,0,0,11256.4
ETH,ARM,0,0,0,3510.3245
ETH,ATG,0,1,0,10837.61
ETH,AUS,0,1,0,12635.788
ETH,AUT,0,0,0,4841.559
ETH,AZE,0,0,0,3653.07
ETH,BDI,0,0,0,1739.1215
ETH,BEL,0,0,0,5620.6167
ETH,BEN,0,0,0,4014.5046
ETH,BFA,0,0,0,4440.414
ETH,BGD,0,0,0,5705.66
ETH,BGR,0,0,0,4036.8313
ETH,BHR,0,0,0,2279.1104
ETH,BHS,0,1,0,12146.266
ETH,BIH,0,0,0,4348.9375
ETH,BLR,0,0,0,5088.1914
ETH,BLZ,0,1,0,13574.809
ETH,BMU,0,1,0,10737.16
ETH,BOL,0,0,0,12104.306
ETH,BRA,0,0,0,9960.68
ETH,BRB,0,1,0,10692.164
ETH,BRN,0,0,0,8410.005
ETH,BTN,0,0,0,5713.2666
ETH,BWA,0,1,0,4014.6396
ETH,CAF,0,0,0,2293.4377
ETH,CAN,0,1,0,11491.897
ETH,CCK,0,0,0,6846.9775
ETH,CHE,0,0,0,5157.7847
ETH,CHL,0,0,0,12377.049
ETH,CHN,0,0,0,8315.988
ETH,CIV,0,0,0,4747.246
ETH,CMR,0,1,0,3074.5906
ETH,COG,0,0,0,3006.925
ETH,COK,0,1,0,17625.17
ETH,COL,0,0,0,12544.651
ETH,COM,0,0,0,2357.3623
ETH,CPV,0,0,0,6798.1797
ETH,CRI,0,0,0,13363.426
ETH,CUB,0,0,0,12706.885
ETH,CXR,0,1,0,7717.039
ETH,CYM,0,1,0,12760.537
ETH,CYP,0,0,0,2958.0168
ETH,CZE,0,0,0,5094.0063
ETH,DEU,0,0,0,5541.322
ETH,DJI,1,0,0,551.28503
ETH,DMA,0,1,0,10831.879
ETH,DNK,0,0,0,5675.312
ETH,DOM,0,0,0,11622.0625
ETH,DZA,0,0,0,4750.6494
ETH,ECU,0,0,0,13022.697
ETH,EGY,0,0,0,2466.896
ETH,ERI,1,1,0,699.35095
ETH,ESH,0,0,0,5812.7676
ETH,ESP,0,0,0,5455.2026
ETH,EST,0,0,0,5729.8296
ETH,ETH,0,0,0,399.31924
ETH,FIN,0,0,0,5801.595
ETH,FJI,0,1,0,15556.56
ETH,FLK,0,1,0,11266.346
ETH,FRA,0,0,0,5582.502
ETH,FRO,0,0,0,6946.3975
ETH,FSM,0,1,0,13083.565
ETH,GAB,0,0,0,3399.2542
ETH,GBR,0,1,0,5906.4497
ETH,GEO,0,0,0,3682.9475
ETH,GHA,0,1,0,4330.1167
ETH,GIB,0,1,0,5380.135
ETH,GIN,0,0,0,5985.6016
ETH,GLP,0,0,0,10852.946
ETH,GMB,0,1,0,6064.752
ETH,GNB,0,0,0,5962.6743
ETH,GNQ,0,0,0,3372.1274
ETH,GRC,0,0,0,3560.0679
ETH,GRD,0,1,0,10939.785
ETH,GRL,0,0,0,9138.314
ETH,GTM,0,0,0,13854.484
ETH,GUF,0,0,0,10058.415
ETH,GUY,0,1,0,10661.975
ETH,HKG,0,1,0,8132.2715
ETH,HND,0,0,0,13546.424
ETH,HRV,0,0,0,4636.2983
ETH,HTI,0,0,0,11880.016
ETH,HUN,0,0,0,4668.57
ETH,IDN,0,0,0,7720.7446
ETH,IND,0,1,0,4561.5176
ETH,IRL,0,1,0,6359.83
ETH,IRN,0,0,0,3226.5974
ETH,IRQ,0,0,0,2763.1426
ETH,ISL,0,0,0,7725.6465
ETH,ISR,0,1,0,2597.7124
ETH,ITA,0,0,0,4472.6606
ETH,JAM,0,1,0,12350.82
ETH,JOR,0,0,0,2566.2808
ETH,JPN,0,0,0,10401.2295
ETH,KAZ,0,0,0,5303.1016
ETH,KEN,1,1,0,1171.2804
ETH,KGZ,0,0,0,5125.0312
ETH,KHM,0,0,0,7226.194
ETH,KIR,0,1,0,14837.145
ETH,KNA,0,1,0,10925.98
ETH,KOR,0,0,0,9244.567
ETH,KWT,0,0,0,2451.7961
ETH,LAO,0,0,0,6945.237
ETH,LBN,0,0,0,2783.0781
ETH,LBR,0,1,0,5475.2744
ETH,LBY,0,0,0,3733.0137
ETH,LCA,0,1,0,10817.827
ETH,LKA,0,0,0,4526.7056
ETH,LSO,0,1,0,4440.343
ETH,LTU,0,0,0,5218.5254
ETH,LUX,0,0,0,5433.021
ETH,LVA,0,0,0,5481.836
ETH,MAC,0,0,0,8071.563
ETH,MAR,0,0,0,5422.106
ETH,MDA,0,0,0,4328.8022
ETH,MDG,0,0,0,3249.4514
ETH,MDV,0,0,0,3865.4385
ETH,MEX,0,0,0,14444.59
ETH,MHL,0,1,0,14451.791
ETH,MKD,0,0,0,4042.7227
ETH,MLI,0,0,0,5126.837
ETH,MLT,0,1,0,3871.3213
ETH,MMR,0,0,0,6259.23
ETH,MNG,0,0,0,7638.576
ETH,MNP,0,1,0,11536.645
ETH,MOZ,0,0,0,3955.5938
ETH,MRT,0,0,0,5993.222
ETH,MSR,0,1,0,10887.506
ETH,MTQ,0,0,0,10815.692
ETH,MUS,0,1,0,3841.058
ETH,MWI,0,1,0,2620.9646
ETH,MYS,0,0,0,6980.896
ETH,NAM,0,1,0,4242.3955
ETH,NCL,0,0,0,14260.627
ETH,NER,0,0,0,4038.1191
ETH,NFK,0,1,0,14291.563
ETH,NGA,0,1,0,3909.5256
ETH,NIC,0,0,0,13524.499
ETH,NIU,0,1,0,16743.52
ETH,NLD,0,0,0,5711.346
ETH,NOR,0,0,0,6127.1436
ETH,NPL,0,0,0,5290.257
ETH,NRU,0,1,0,14205.169
ETH,NZL,0,1,0,14264.906
ETH,OMN,0,0,0,2658.3467
ETH,PAK,0,1,0,4450.599
ETH,PAL,0,0,0,2542.939
ETH,PAN,0,0,0,12911.725
ETH,PCN,0,1,0,17899.25
ETH,PER,0,0,0,13025.653
ETH,PHL,0,1,0,8924.42
ETH,PLW,0,1,0,10504.303
ETH,PNG,0,1,0,12171.821
ETH,POL,0,0,0,5072.964
ETH,PRI,0,1,0,11249.864
ETH,PRK,0,0,0,9122.336
ETH,PRT,0,0,0,5799.203
ETH,PRY,0,0,0,11094.724
ETH,PYF,0,0,0,18723.318
ETH,QAT,0,0,0,2249.2
ETH,REU,0,0,0,3794.4065
ETH,ROM,0,0,0,4123.083
ETH,RUS,0,0,0,5198.625
ETH,RWA,0,1,0,1561.9761
ETH,SAU,0,0,0,1929.5134
ETH,SDN,1,0,0,996.05365
ETH,SEN,0,0,0,6148.223
ETH,SGP,0,1,0,7249.2373
ETH,SHN,0,1,0,5639.0605
ETH,SLB,0,1,0,13573.62
ETH,SLE,0,1,0,5727.948
ETH,SLV,0,0,0,13758.314
ETH,SMR,0,0,0,4644.254
ETH,SOM,1,1,0,1063.184
ETH,SPM,0,0,0,9663.795
ETH,STP,0,0,0,3692.7627
ETH,SUR,0,0,0,10358.831
ETH,SVK,0,0,0,4804.788
ETH,SVN,0,0,0,4727.2515
ETH,SWE,0,0,0,5862.811
ETH,SWZ,0,1,0,4025.1914
ETH,SYC,0,1,0,2392.7144
ETH,SYR,0,0,0,2733.477
ETH,TCA,0,1,0,11669.562
ETH,TCD,0,0,0,2631.0771
ETH,TGO,0,0,0,4145.763
ETH,THA,0,0,0,6732.048
ETH,TJK,0,0,0,4450.683
ETH,TKL,0,1,0,16645.645
ETH,TKM,0,0,0,3766.6555
ETH,TMP,0,0,0,9812.965
ETH,TON,0,1,0,16144.724
ETH,TTO,0,1,0,10947.133
ETH,TUN,0,0,0,4227.8027
ETH,TUR,0,0,0,3690.6758
ETH,TUV,0,0,0,15676.039
ETH,TWN,0,0,0,8860.626
ETH,TZA,0,1,0,1770.4141
ETH,UGA,0,1,0,1192.0178
ETH,UKR,0,0,0,4667.8257
ETH,URY,0,0,0,11045.593
ETH,USA,0,1,0,11220.626
ETH,UZB,0,0,0,4665.5273
ETH,VCT,0,1,0,10862.042
ETH,VEN,0,0,0,11528.897
ETH,VGB,0,1,0,11094.1
ETH,VNM,0,0,0,7280.118
ETH,VUT,0,1,0,14493.918
ETH,WLF,0,0,0,16182.75
ETH,WSM,0,1,0,14877.917
ETH,YEM,0,0,0,918.7514
ETH,YUG,0,0,0,4355.4316
ETH,ZAF,0,1,0,5245.5977
ETH,ZAR,0,0,0,3004.1545
ETH,ZMB,0,1,0,2967.0156
ETH,ZWE,0,1,0,3112.0195
FIN,ABW,0,0,0,9087.563
FIN,AFG,0,0,0,4254.7944
FIN,AGO,0,0,0,7746.2354
FIN,AIA,0,0,0,8160.2944
FIN,ALB,0,0,0,2122.4749
FIN,AND,0,0,0,2526.0793
FIN,ANT,0,0,0,9067.219
FIN,ARE,0,0,0,4570.3174
FIN,ARG,0,0,0,12971.297
FIN,ARM,0,0,0,2597.7456
FIN,ATG,0,0,0,8195.498
FIN,AUS,0,0,0,15211.41
FIN,AUT,0,0,0,1437.8132
FIN,AZE,0,0,0,2789.3093
FIN,BDI,0,0,0,7077.5435
FIN,BEL,0,0,0,1651.5818
FIN,BEN,0,0,0,6273.152
FIN,BFA,0,0,0,5752.5845
FIN,BGD,0,0,0,6389.6953
FIN,BGR,0,0,0,1947.4471
FIN,BHR,0,0,0,4253.1216
FIN,BHS,0,0,0,8264.933
FIN,BIH,0,0,0,1863.3396
FIN,BLR,0,0,0,715.4365
FIN,BLZ,0,0,0,9603.916
FIN,BMU,0,0,0,6933.864
FIN,BOL,0,0,0,11778.04
FIN,BRA,0,0,0,11316.053
FIN,BRB,0,0,0,8457.875
FIN,BRN,0,0,0,9539.076
FIN,BTN,0,0,0,5998.7207
FIN,BWA,0,0,0,9447.816
FIN,CAF,0,0,0,6228.649
FIN,CAN,0,0,0,6610.8184
FIN,CCK,0,0,0,10247.26
FIN,CHE,0,0,0,1859.3599
FIN,CHL,0,0,0,13501.461
FIN,CHN,0,0,0,6326.8755
FIN,CIV,0,0,0,6574.6997
FIN,CMR,0,0,0,6368.7134
FIN,COG,0,0,0,7214.7715
FIN,COK,0,0,0,15684.337
FIN,COL,0,0,0,10123.489
FIN,COM,0,0,0,8155.578
FIN,CPV,0,0,0,6363.493
FIN,CRI,0,0,0,10079.9
FIN,CUB,0,0,0,8710.905
FIN,CXR,0,0,0,10513.447
FIN,CYM,0,0,0,9030.632
FIN,CYP,0,0,0,2845.0962
FIN,CZE,0,0,0,1300.0953
FIN,DEU,0,0,0,1474.9558
FIN,DJI,0,0,0,5605.433
FIN,DMA,0,0,0,8345.406
FIN,DNK,0,0,0,884.63715
FIN,DOM,0,0,0,8499.057
FIN,DZA,0,0,0,3027.2385
FIN,ECU,0,0,0,10782.615
FIN,EGY,0,0,0,3380.702
FIN,ERI,0,0,0,5111.9365
FIN,ESH,0,0,0,4664.582
FIN,ESP,0,0,0,2952.1946
FIN,EST,0,0,0,80.98481
FIN,ETH,0,0,0,5801.595
FIN,FIN,0,0,0,218.21588
FIN,FJI,0,0,0,14900.422
FIN,FLK,0,0,0,14463.439
FIN,FRA,0,0,0,1911.1382
FIN,FRO,0,0,0,1705.2983
FIN,FSM,0,0,0,11525.039
FIN,GAB,0,0,0,6784.4424
FIN,GBR,0,0,0,1826.928
FIN,GEO,0,0,0,2455.5854
FIN,GHA,0,0,0,6438.478
FIN,GIB,0,0,0,3434.6501
FIN,GIN,0,0,0,6562.284
FIN,GLP,0,0,0,8297.955
FIN,GMB,0,0,0,6197.0825
FIN,GNB,0,0,0,6317.9253
FIN,GNQ,0,0,0,6425.352
FIN,GRC,0,0,0,2465.0447
FIN,GRD,0,0,0,8674.014
FIN,GRL,0,0,0,3768.5813
FIN,GTM,0,0,0,9943.465
FIN,GUF,0,0,0,8840.942
FIN,GUY,0,0,0,8985.6455
FIN,HKG,0,0,0,7835.6157
FIN,HND,0,0,0,9836.741
FIN,HRV,0,0,0,1702.673
FIN,HTI,0,0,0,8631.048
FIN,HUN,0,0,0,1457.984
FIN,IDN,0,0,0,10154.709
FIN,IND,0,0,0,5220.8438
FIN,IRL,0,0,0,2028.7489
FIN,IRN,0,0,0,3314.9192
FIN,IRQ,0,0,0,3302.3528
FIN,ISL,0,0,0,2424.555
FIN,ISR,0,0,0,3203.8843
FIN,ITA,0,0,0,2203.1577
FIN,JAM,0,0,0,8923.501
FIN,JOR,0,0,0,3238.8213
FIN,JPN,0,0,0,7830.051
FIN,KAZ,0,0,0,3911.1262
FIN,KEN,0,0,0,6912.2114
FIN,KGZ,0,0,0,3810.2673
FIN,KHM,0,0,0,8342.702
FIN,KIR,0,0,0,12654.696
FIN,KNA,0,0,0,8229.865
FIN,KOR,0,0,0,7070.555
FIN,KWT,0,0,0,3836.1936
FIN,LAO,0,0,0,7605.646
FIN,LBN,0,0,0,3021.7017
FIN,LBR,0,0,0,6698.1
FIN,LBY,0,0,0,3171.7495
FIN,LCA,0,0,0,8445.868
FIN,LKA,0,0,0,7469.547
FIN,LSO,0,0,0,9958.313
FIN,LTU,0,0,0,606.8758
FIN,LUX,0,0,0,1671.6327
FIN,LVA,0,0,0,358.12943
FIN,MAC,0,0,0,7803.155
FIN,MAR,0,0,0,3705.2954
FIN,MDA,0,0,0,1482.9037
FIN,MDG,0,0,0,9024.89
FIN,MDV,0,0,0,7445.993
FIN,MEX,0,0,0,9860.541
FIN,MHL,0,0,0,11977.746
FIN,MKD,0,0,0,2032.5898
FIN,MLI,0,0,0,5931.5566
FIN,MLT,0,0,0,2799.6074
FIN,MMR,0,0,0,7362.658
FIN,MNG,0,0,0,5155.0674
FIN,MNP,0,0,0,10133.895
FIN,MOZ,0,0,0,9607.886
FIN,MRT,0,0,0,5691.6147
FIN,MSR,0,0,0,8257.892
FIN,MTQ,0,0,0,8395.659
FIN,MUS,0,0,0,9408.393
FIN,MWI,0,0,0,8285.102
FIN,MYS,0,0,0,8980.642
FIN,NAM,0,0,0,9232.493
FIN,NCL,0,0,0,14864.171
FIN,NER,0,0,0,5514.1216
FIN,NFK,0,0,0,15607.337
FIN,NGA,0,0,0,6244.151
FIN,NIC,0,0,0,9985.653
FIN,NIU,0,0,0,15305.803
FIN,NLD,0,0,0,1505.5232
FIN,NOR,1,0,0,791.23615
FIN,NPL,0,0,0,5740.6055
FIN,NRU,0,0,0,12641.333
FIN,NZL,0,0,0,17362.607
FIN,OMN,0,0,0,4823.622
FIN,PAK,0,0,0,4537.5986
FIN,PAL,0,0,0,3259.2715
FIN,PAN,0,0,0,9942.038
FIN,PCN,0,0,0,15686.625
FIN,PER,0,0,0,11849.473
FIN,PHL,0,0,0,8935.669
FIN,PLW,0,0,0,10361.744
FIN,PNG,0,0,0,12670.735
FIN,POL,0,0,0,911.2882
FIN,PRI,0,0,0,8306.7
FIN,PRK,0,0,0,6872.6416
FIN,PRT,0,0,0,3362.9778
FIN,PRY,0,0,0,12043.173
FIN,PYF,0,0,0,15272.442
FIN,QAT,0,0,0,4383.723
FIN,REU,0,0,0,9428.231
FIN,ROM,0,0,0,1750.8418
FIN,RUS,1,0,1,892.67773
FIN,RWA,0,0,0,6921.9985
FIN,SAU,0,0,0,4291.0957
FIN,SDN,0,0,0,4999.596
FIN,SEN,0,0,0,6113.4404
FIN,SGP,0,0,0,9277.475
FIN,SHN,0,0,0,8901.919
FIN,SLB,0,0,0,13280.01
FIN,SLE,0,0,0,6568.5723
FIN,SLV,0,0,0,9973.599
FIN,SMR,0,0,0,1986.6779
FIN,SOM,0,0,0,6697.2515
FIN,SPM,0,0,0,5220.174
FIN,STP,0,0,0,6854.2646
FIN,SUR,0,0,0,8910.256
FIN,SVK,0,0,0,1424.0607
FIN,SVN,0,0,0,1710.8217
FIN,SWE,1,1,1,397.89218
FIN,SWZ,0,0,0,9639.99
FIN,SYC,0,0,0,7683.7217
FIN,SYR,0,0,0,3077.1345
FIN,TCA,0,0,0,8287.804
FIN,TCD,0,0,0,5402.074
FIN,TGO,0,0,0,6328.571
FIN,THA,0,0,0,7892.627
FIN,TJK,0,0,0,3864.2961
FIN,TKL,0,0,0,14168.628
FIN,TKM,0,0,0,3400.1292
FIN,TMP,0,0,0,11429.072
FIN,TON,0,0,0,15412.183
FIN,TTO,0,0,0,8799.495
FIN,TUN,0,0,0,2798.3606
FIN,TUR,0,0,0,2143.1367
FIN,TUV,0,0,0,13897.005
FIN,TWN,0,0,0,7964.5522
FIN,TZA,0,0,0,7560.9653
FIN,UGA,0,0,0,6687.7803
FIN,UKR,0,0,0,1135.3254
FIN,URY,0,0,0,12877.317
FIN,USA,0,0,0,6625.9233
FIN,UZB,0,0,0,3654.5144
FIN,VCT,0,0,0,8537.808
FIN,VEN,0,0,0,9103.444
FIN,VGB,0,0,0,8223.082
FIN,VNM,0,0,0,7498.113
FIN,VUT,0,0,0,14484.314
FIN,WLF,0,0,0,14540.302
FIN,WSM,0,0,0,14210.981
FIN,YEM,0,0,0,5217.1426
FIN,YUG,0,0,0,1728.9917
FIN,ZAF,0,0,0,10486.699
FIN,ZAR,0,0,0,7221.471
FIN,ZMB,0,0,0,8419.353
FIN,ZWE,0,0,0,8694.838
FJI,ABW,0,0,0,12692.412
FJI,AFG,0,0,0,12880.349
FJI,AGO,0,0,0,16618.514
FJI,AIA,0,1,0,13566.018
FJI,ALB,0,0,0,16745.12
FJI,AND,0,0,0,17306.229
FJI,ANT,0,0,0,12802.68
FJI,ARE,0,0,0,14221.561
FJI,ARG,0,0,0,11625.823
FJI,ARM,0,0,0,15001.08
FJI,ATG,0,1,0,13672.269
FJI,AUS,0,1,0,3224.0405
FJI,AUT,0,0,0,16312.15
FJI,AZE,0,0,0,14551.468
FJI,BDI,0,0,0,15885.458
FJI,BEL,0,0,0,16356.591
FJI,BEN,0,0,0,18654.191
FJI,BFA,0,0,0,19388.258
FJI,BGD,0,0,0,10626.78
FJI,BGR,0,0,0,16433.963
FJI,BHR,0,0,0,14612.185
FJI,BHS,0,1,0,12255.048
FJI,BIH,0,0,0,16611.783
FJI,BLR,0,0,0,15341.061
FJI,BLZ,0,1,0,10888.173
FJI,BMU,0,1,0,13566.176
FJI,BOL,0,0,0,11785.066
FJI,BRA,0,0,0,13292.458
FJI,BRB,0,1,0,13811.766
FJI,BRN,0,0,0,7417.4365
FJI,BTN,0,0,0,10811.394
FJI,BWA,0,1,0,14406.212
FJI,CAF,0,0,0,17355.086
FJI,CAN,0,1,0,12366.589
FJI,CCK,0,0,0,8712.258
FJI,CHE,0,0,0,16722.076
FJI,CHL,0,0,0,10727.136
FJI,CHN,0,0,0,9104.002
FJI,CIV,0,0,0,18583.047
FJI,CMR,0,1,0,17897.598
FJI,COG,0,0,0,16935.047
FJI,COK,0,1,0,2309.9253
FJI,COL,0,0,0,11922.76
FJI,COM,0,0,0,14095.763
FJI,CPV,0,0,0,17669.596
FJI,CRI,0,0,0,11147.68
FJI,CUB,0,0,0,11703.652
FJI,CXR,0,1,0,7843.7983
FJI,CYM,0,1,0,11705.428
FJI,CYP,0,0,0,16105.813
FJI,CZE,0,0,0,16200.416
FJI,DEU,0,0,0,16247.886
FJI,DJI,0,0,0,15178.705
FJI,DMA,0,1,0,13679.013
FJI,DNK,0,0,0,15688.65
FJI,DOM,0,0,0,12875.769
FJI,DZA,0,0,0,17904.709
FJI,ECU,0,0,0,11391.297
FJI,EGY,0,0,0,16460.166
FJI,ERI,0,1,0,15717.734
FJI,ESH,0,0,0,18476.52
FJI,ESP,0,0,0,17545.316
FJI,EST,0,0,0,14973.06
FJI,ETH,0,1,0,15556.56
FJI,FIN,0,0,0,14900.422
FJI,FJI,0,0,0,50.92729
FJI,FLK,0,1,0,10545.812
FJI,FRA,0,0,0,16595.084
FJI,FRO,0,0,0,15132.922
FJI,FSM,0,1,0,3560.9353
FJI,GAB,0,0,0,17720.81
FJI,GBR,0,1,1,16318.074
FJI,GEO,0,0,0,14928.695
FJI,GHA,0,1,0,18625.861
FJI,GIB,0,1,0,17996.531
FJI,GIN,0,0,0,18231.916
FJI,GLP,0,0,0,13658.181
FJI,GMB,0,1,0,18339.625
FJI,GNB,0,0,0,18369.564
FJI,GNQ,0,0,0,18073.625
FJI,GRC,0,0,0,16727.383
FJI,GRD,0,1,0,13561.242
FJI,GRL,0,0,0,13695.299
FJI,GTM,0,0,0,10628.419
FJI,GUF,0,0,0,14328.916
FJI,GUY,0,1,0,13779.617
FJI,HKG,0,1,0,8313.738
FJI,HND,0,0,0,10949.033
FJI,HRV,0,0,0,16554.691
FJI,HTI,0,0,0,12613.705
FJI,HUN,0,0,0,16264.28
FJI,IDN,0,0,0,7869.192
FJI,IND,0,1,0,12034.295
FJI,IRL,0,1,0,16095.357
FJI,IRN,0,0,0,14495.135
FJI,IRQ,0,0,0,15164.949
FJI,ISL,0,0,0,14686.11
FJI,ISR,0,1,0,16079.538
FJI,ITA,0,0,0,17071.742
FJI,JAM,0,1,0,12139.043
FJI,JOR,0,0,0,15976.064
FJI,JPN,0,0,0,7243.281
FJI,KAZ,0,0,0,12302.979
FJI,KEN,0,1,0,15305.195
FJI,KGZ,0,0,0,12489.656
FJI,KHM,0,0,0,8720.375
FJI,KIR,0,1,0,2247.4968
FJI,KNA,0,1,0,13583.21
FJI,KOR,0,0,0,8202.2705
FJI,KWT,0,0,0,14869.492
FJI,LAO,0,0,0,9211.924
FJI,LBN,0,0,0,15961.685
FJI,LBR,0,1,0,18385.068
FJI,LBY,0,0,0,17842.621
FJI,LCA,0,1,0,13690.545
FJI,LKA,0,0,0,11156.427
FJI,LSO,0,1,0,13899.144
FJI,LTU,0,0,0,15366.422
FJI,LUX,0,0,0,16463.795
FJI,LVA,0,0,0,15216.254
FJI,MAC,0,0,0,8367.915
FJI,MAR,0,0,0,18188.385
FJI,MDA,0,0,0,15789.29
FJI,MDG,0,0,0,13270.443
FJI,MDV,0,0,0,11741.341
FJI,MEX,0,0,0,9922.433
FJI,MHL,0,1,0,2923.5603
FJI,MKD,0,0,0,16595.22
FJI,MLI,0,0,0,19116.611
FJI,MLT,0,1,0,17499.348
FJI,MMR,0,0,0,9807.559
FJI,MNG,0,0,0,10203.721
FJI,MNP,0,1,0,5157.1665
FJI,MOZ,0,0,0,13889.752
FJI,MRT,0,0,0,18512.967
FJI,MSR,0,1,0,13622.967
FJI,MTQ,0,0,0,13694.126
FJI,MUS,0,1,0,12304.245
FJI,MWI,0,1,0,14756.104
FJI,MYS,0,0,0,8726.253
FJI,NAM,0,1,0,15068.67
FJI,NCL,0,0,0,1331.3163
FJI,NER,0,0,0,19388.75
FJI,NFK,0,1,0,1614.4409
FJI,NGA,0,1,0,18622.725
FJI,NIC,0,0,0,10982.275
FJI,NIU,0,1,0,1234.5359
FJI,NLD,0,0,0,16183.668
FJI,NOR,0,0,0,15279.136
FJI,NPL,0,0,0,11237.104
FJI,NRU,0,1,0,2327.7832
FJI,NZL,0,1,0,2930.198
FJI,OMN,0,0,0,13785.774
FJI,PAK,0,1,0,12509.679
FJI,PAL,0,0,0,16124.405
FJI,PAN,0,0,0,11594.919
FJI,PCN,0,1,0,5354.307
FJI,PER,0,0,0,11092.99
FJI,PHL,0,1,0,7279.348
FJI,PLW,0,1,0,5595.9478
FJI,PNG,0,1,0,3510.644
FJI,POL,0,0,0,15755.774
FJI,PRI,0,1,0,13252.597
FJI,PRK,0,0,0,8389.962
FJI,PRT,0,0,0,17627.3
FJI,PRY,0,0,0,12275.707
FJI,PYF,0,0,0,3388.59
FJI,QAT,0,0,0,14517.797
FJI,REU,0,0,0,12448.509
FJI,ROM,0,0,0,16134.703
FJI,RUS,0,0,0,14709.688
FJI,RWA,0,1,0,15909.378
FJI,SAU,0,0,0,14995.856
FJI,SDN,0,0,0,16393.242
FJI,SEN,0,0,0,18296.15
FJI,SGP,0,1,0,8432.802
FJI,SHN,0,1,0,16217.345
FJI,SLB,0,1,0,2214.3774
FJI,SLE,0,1,0,18375.355
FJI,SLV,0,0,0,10735.682
FJI,SMR,0,0,0,16873.06
FJI,SOM,0,1,0,14609.914
FJI,SPM,0,0,0,14155.009
FJI,STP,0,0,0,17841.088
